symbol,date,iv30,source
MELI,2026-02-06,50.31,md-bs
MELI,2026-02-13,50.62,md-bs
MELI,2026-02-20,50.1,md-bs
MELI,2026-02-27,38.56,md-bs
MELI,2026-03-06,41.28,md-bs
MELI,2026-03-13,44.45,md-bs
MELI,2026-03-20,42.23,md-bs
MELI,2026-03-27,43.65,md-bs
MELI,2026-04-03,41.55,md-bs
MELI,2026-04-10,49.07,md-bs
MELI,2026-04-17,48.07,md-bs
MELI,2026-04-24,49.52,md-bs
MELI,2026-05-01,47.9,md-bs
MELI,2026-05-08,39.61,md-bs
MELI,2026-05-15,38.23,md-bs
MELI,2026-05-22,36.92,md-bs
MELI,2026-05-29,37.86,md-bs
MELI,2026-06-05,39.41,md-bs
MELI,2026-06-12,37.09,md-bs
MELI,2026-06-19,37.49,md-bs
MELI,2026-06-26,39.07,md-bs
MELI,2026-07-03,40.67,md-bs
MELI,2026-07-10,48.43,md-bs
MELI,2026-07-15,47.09,cboe
META,2025-07-18,38.54,md-bs
META,2025-07-25,35.44,md-bs
META,2025-08-01,28.74,md-bs
META,2025-08-08,25.5,md-bs
META,2025-08-15,25.67,md-bs
META,2025-08-22,26.37,md-bs
META,2025-08-29,26.22,md-bs
META,2025-09-05,26.38,md-bs
META,2025-09-12,26.95,md-bs
META,2025-09-19,27.38,md-bs
META,2025-09-26,32.29,md-bs
META,2025-10-03,44.96,md-bs
META,2025-10-10,48.52,md-bs
META,2025-10-17,44.87,md-bs
META,2025-10-24,40.73,md-bs
META,2025-10-31,37.0,md-bs
META,2025-11-07,34.4,md-bs
META,2025-11-14,32.45,md-bs
META,2025-11-21,33.86,md-bs
META,2025-11-28,27.97,md-bs
META,2025-12-05,26.67,md-bs
META,2025-12-12,26.4,md-bs
META,2025-12-19,25.54,md-bs
META,2025-12-26,28.05,md-bs
META,2026-01-02,37.65,md-bs
META,2026-01-09,39.23,md-bs
META,2026-01-16,38.95,md-bs
META,2026-01-23,40.64,md-bs
META,2026-01-30,29.35,md-bs
META,2026-02-06,32.56,md-bs
META,2026-02-13,33.26,md-bs
META,2026-02-20,30.98,md-bs
META,2026-02-27,31.08,md-bs
META,2026-03-06,35.48,md-bs
META,2026-03-13,35.24,md-bs
META,2026-03-20,33.99,md-bs
META,2026-03-27,45.2,md-bs
META,2026-04-03,44.35,md-bs
META,2026-04-10,41.67,md-bs
META,2026-04-17,41.19,md-bs
META,2026-04-24,42.9,md-bs
META,2026-05-01,30.64,md-bs
META,2026-05-08,29.98,md-bs
META,2026-05-15,32.69,md-bs
META,2026-05-22,29.23,md-bs
META,2026-05-29,31.56,md-bs
META,2026-06-05,35.46,md-bs
META,2026-06-12,33.5,md-bs
META,2026-06-19,33.63,md-bs
META,2026-06-26,38.08,md-bs
META,2026-07-03,46.67,md-bs
META,2026-07-10,57.11,md-bs
META,2026-07-15,57.27,cboe
MO,2025-07-18,22.59,md-bs
MO,2025-07-25,21.76,md-bs
MO,2025-08-01,19.25,md-bs
MO,2025-08-08,15.82,md-bs
MO,2025-08-15,17.03,md-bs
MO,2025-08-22,19.09,md-bs
MO,2025-08-29,17.37,md-bs
MO,2025-09-05,17.74,md-bs
MO,2025-09-12,20.28,md-bs
MO,2025-09-19,18.55,md-bs
MO,2025-09-26,19.71,md-bs
MO,2025-10-03,23.37,md-bs
MO,2025-10-10,25.29,md-bs
MO,2025-10-17,23.56,md-bs
MO,2025-10-24,23.38,md-bs
MO,2025-10-31,20.36,md-bs
MO,2025-11-07,18.76,md-bs
MO,2025-11-14,18.81,md-bs
MO,2025-11-21,20.64,md-bs
MO,2025-11-28,19.42,md-bs
MO,2025-12-05,19.04,md-bs
MO,2025-12-12,17.17,md-bs
MO,2025-12-19,15.48,md-bs
MO,2025-12-26,16.03,md-bs
MO,2026-01-02,19.53,md-bs
MO,2026-01-09,20.97,md-bs
MO,2026-01-16,21.52,md-bs
MO,2026-01-23,20.48,md-bs
MO,2026-01-30,17.16,md-bs
MO,2026-02-06,17.97,md-bs
MO,2026-02-13,20.62,md-bs
MO,2026-02-20,20.81,md-bs
MO,2026-02-27,23.55,md-bs
MO,2026-03-06,24.73,md-bs
MO,2026-03-13,23.6,md-bs
MO,2026-03-20,24.05,md-bs
MO,2026-03-27,25.83,md-bs
MO,2026-04-03,26.12,md-bs
MO,2026-04-10,26.34,md-bs
MO,2026-04-17,25.07,md-bs
MO,2026-04-24,27.54,md-bs
MO,2026-05-01,21.01,md-bs
MO,2026-05-08,21.68,md-bs
MO,2026-05-15,22.12,md-bs
MO,2026-05-22,23.16,md-bs
MO,2026-05-29,23.42,md-bs
MO,2026-06-05,23.14,md-bs
MO,2026-06-12,22.2,md-bs
MO,2026-06-19,22.23,md-bs
MO,2026-06-26,24.41,md-bs
MO,2026-07-03,27.34,md-bs
MO,2026-07-10,27.46,md-bs
MO,2026-07-15,29.9,cboe
MP,2025-07-18,85.65,md-bs
MP,2025-07-25,76.51,md-bs
MP,2025-08-01,76.05,md-bs
MP,2025-08-08,73.1,md-bs
MP,2025-08-15,71.53,md-bs
MP,2025-08-22,67.31,md-bs
MP,2025-08-29,67.81,md-bs
MP,2025-09-05,67.97,md-bs
MP,2025-09-12,67.2,md-bs
MP,2025-09-19,75.03,md-bs
MP,2025-09-26,81.58,md-bs
MP,2025-10-03,78.48,md-bs
MP,2025-10-10,100.95,md-bs
MP,2025-10-17,99.8,md-bs
MP,2025-10-24,87.92,md-bs
MP,2025-10-31,80.23,md-bs
MP,2025-11-07,82.35,md-bs
MP,2025-11-14,80.17,md-bs
MP,2025-11-21,78.91,md-bs
MP,2025-11-28,70.56,md-bs
MP,2025-12-05,72.47,md-bs
MP,2025-12-12,66.99,md-bs
MP,2025-12-19,64.17,md-bs
MP,2025-12-26,59.24,md-bs
MP,2026-01-02,60.71,md-bs
MP,2026-01-09,66.37,md-bs
MP,2026-01-16,72.61,md-bs
MP,2026-01-23,75.47,md-bs
MP,2026-01-30,77.32,md-bs
MP,2026-02-06,79.51,md-bs
MP,2026-02-13,70.91,md-bs
MP,2026-02-20,70.06,md-bs
MP,2026-02-27,69.85,md-bs
MP,2026-03-06,74.08,md-bs
MP,2026-03-13,74.9,md-bs
MP,2026-03-20,69.92,md-bs
MP,2026-03-27,69.37,md-bs
MP,2026-04-03,67.91,md-bs
MP,2026-04-10,68.74,md-bs
MP,2026-04-17,71.04,md-bs
MP,2026-04-24,73.52,md-bs
MP,2026-05-01,73.12,md-bs
MP,2026-05-08,71.5,md-bs
MP,2026-05-15,70.05,md-bs
MP,2026-05-22,70.24,md-bs
MP,2026-05-29,71.68,md-bs
MP,2026-06-05,69.49,md-bs
MP,2026-06-12,69.37,md-bs
MP,2026-06-19,68.53,md-bs
MP,2026-06-26,72.1,md-bs
MP,2026-07-03,67.24,md-bs
MP,2026-07-10,73.79,md-bs
MP,2026-07-15,71.34,cboe
MPC,2025-07-18,30.34,md-bs
MPC,2025-07-25,30.18,md-bs
MPC,2025-08-01,32.7,md-bs
MPC,2025-08-08,28.83,md-bs
MPC,2025-08-15,28.17,md-bs
MPC,2025-08-22,27.22,md-bs
MPC,2025-08-29,25.45,md-bs
MPC,2025-09-05,27.08,md-bs
MPC,2025-09-12,28.54,md-bs
MPC,2025-09-19,28.68,md-bs
MPC,2025-09-26,27.25,md-bs
MPC,2025-10-03,29.49,md-bs
MPC,2025-10-10,35.2,md-bs
MPC,2025-10-17,34.48,md-bs
MPC,2025-10-24,32.96,md-bs
MPC,2025-10-31,35.69,md-bs
MPC,2025-11-07,30.22,md-bs
MPC,2025-11-14,29.69,md-bs
MPC,2025-11-21,30.52,md-bs
MPC,2025-11-28,28.36,md-bs
MPC,2025-12-05,28.63,md-bs
MPC,2025-12-12,28.98,md-bs
MPC,2025-12-19,27.37,md-bs
MPC,2025-12-26,29.53,md-bs
MPC,2026-01-02,28.37,md-bs
MPC,2026-01-09,33.59,md-bs
MPC,2026-01-16,32.3,md-bs
MPC,2026-01-23,34.88,md-bs
MPC,2026-01-30,36.9,md-bs
MPC,2026-02-06,33.6,md-bs
MPC,2026-02-13,32.74,md-bs
MPC,2026-02-20,34.67,md-bs
MPC,2026-02-27,36.97,md-bs
MPC,2026-03-06,40.7,md-bs
MPC,2026-03-13,41.18,md-bs
MPC,2026-03-20,40.95,md-bs
MPC,2026-03-27,40.97,md-bs
MPC,2026-04-03,42.21,md-bs
MPC,2026-04-10,39.54,md-bs
MPC,2026-04-17,37.78,md-bs
MPC,2026-04-24,43.41,md-bs
MPC,2026-05-01,47.06,md-bs
MPC,2026-05-08,38.34,md-bs
MPC,2026-05-15,39.91,md-bs
MPC,2026-05-22,38.43,md-bs
MPC,2026-05-29,38.05,md-bs
MPC,2026-06-05,38.94,md-bs
MPC,2026-06-12,37.37,md-bs
MPC,2026-06-19,36.02,md-bs
MPC,2026-06-26,35.81,md-bs
MPC,2026-07-03,38.26,md-bs
MPC,2026-07-10,38.21,md-bs
MPC,2026-07-15,41.28,cboe
MPWR,2025-07-18,55.18,md-bs
MPWR,2025-07-25,55.25,md-bs
MPWR,2025-08-01,60.66,md-bs
MPWR,2025-08-08,41.2,md-bs
MPWR,2025-08-15,38.72,md-bs
MPWR,2025-08-22,38.21,md-bs
MPWR,2025-08-29,39.06,md-bs
MPWR,2025-09-05,39.1,md-bs
MPWR,2025-09-12,40.28,md-bs
MPWR,2025-09-19,37.56,md-bs
MPWR,2025-09-26,38.22,md-bs
MPWR,2025-10-03,39.68,md-bs
MPWR,2025-10-10,55.57,md-bs
MPWR,2025-10-17,59.42,md-bs
MPWR,2025-10-24,57.25,md-bs
MPWR,2025-10-31,48.85,md-bs
MPWR,2025-11-07,48.94,md-bs
MPWR,2025-11-14,49.95,md-bs
MPWR,2025-11-21,52.63,md-bs
MPWR,2025-11-28,48.65,md-bs
MPWR,2025-12-05,44.98,md-bs
MPWR,2025-12-12,43.83,md-bs
MPWR,2025-12-19,41.0,md-bs
MPWR,2025-12-26,40.38,md-bs
MPWR,2026-01-02,41.11,md-bs
MPWR,2026-01-09,51.13,md-bs
MPWR,2026-01-16,53.32,md-bs
MPWR,2026-01-23,56.56,md-bs
MPWR,2026-01-30,61.78,md-bs
MPWR,2026-02-06,49.68,md-bs
MPWR,2026-02-13,49.77,md-bs
MPWR,2026-02-20,50.28,md-bs
MPWR,2026-02-27,52.82,md-bs
MPWR,2026-03-06,56.22,md-bs
MPWR,2026-03-13,55.22,md-bs
MPWR,2026-03-20,57.79,md-bs
MPWR,2026-03-27,58.72,md-bs
MPWR,2026-04-03,61.45,md-bs
MPWR,2026-04-10,60.52,md-bs
MPWR,2026-04-17,60.92,md-bs
MPWR,2026-04-24,70.88,md-bs
MPWR,2026-05-01,79.19,md-bs
MPWR,2026-05-08,56.44,md-bs
MPWR,2026-05-15,58.07,md-bs
MPWR,2026-05-22,60.03,md-bs
MPWR,2026-05-29,64.81,md-bs
MPWR,2026-06-05,68.78,md-bs
MPWR,2026-06-12,72.09,md-bs
MPWR,2026-06-19,71.03,md-bs
MPWR,2026-06-26,72.94,md-bs
MPWR,2026-07-03,72.41,md-bs
MPWR,2026-07-10,80.79,md-bs
MPWR,2026-07-15,83.16,cboe
MRK,2025-07-18,34.88,md-bs
MRK,2025-07-25,31.9,md-bs
MRK,2025-08-01,29.12,md-bs
MRK,2025-08-08,26.18,md-bs
MRK,2025-08-15,27.45,md-bs
MRK,2025-08-22,25.72,md-bs
MRK,2025-08-29,27.81,md-bs
MRK,2025-09-05,27.29,md-bs
MRK,2025-09-12,30.55,md-bs
MRK,2025-09-19,29.84,md-bs
MRK,2025-09-26,28.98,md-bs
MRK,2025-10-03,32.68,md-bs
MRK,2025-10-10,33.31,md-bs
MRK,2025-10-17,33.97,md-bs
MRK,2025-10-24,30.51,md-bs
MRK,2025-10-31,26.42,md-bs
MRK,2025-11-07,25.31,md-bs
MRK,2025-11-14,27.59,md-bs
MRK,2025-11-21,27.9,md-bs
MRK,2025-11-28,24.43,md-bs
MRK,2025-12-05,21.96,md-bs
MRK,2025-12-12,22.11,md-bs
MRK,2025-12-19,23.11,md-bs
MRK,2025-12-26,23.85,md-bs
MRK,2026-01-02,24.85,md-bs
MRK,2026-01-09,28.04,md-bs
MRK,2026-01-16,28.09,md-bs
MRK,2026-01-23,27.35,md-bs
MRK,2026-01-30,29.69,md-bs
MRK,2026-02-06,25.23,md-bs
MRK,2026-02-13,27.17,md-bs
MRK,2026-02-20,27.1,md-bs
MRK,2026-02-27,26.65,md-bs
MRK,2026-03-06,29.67,md-bs
MRK,2026-03-13,30.61,md-bs
MRK,2026-03-20,31.35,md-bs
MRK,2026-03-27,33.02,md-bs
MRK,2026-04-03,32.0,md-bs
MRK,2026-04-10,31.47,md-bs
MRK,2026-04-17,32.39,md-bs
MRK,2026-04-24,33.56,md-bs
MRK,2026-05-01,29.49,md-bs
MRK,2026-05-08,28.24,md-bs
MRK,2026-05-15,29.28,md-bs
MRK,2026-05-22,30.28,md-bs
MRK,2026-05-29,29.63,md-bs
MRK,2026-06-05,27.57,md-bs
MRK,2026-06-12,26.15,md-bs
MRK,2026-06-19,28.24,md-bs
MRK,2026-06-26,25.74,md-bs
MRK,2026-07-03,27.79,md-bs
MRK,2026-07-10,32.91,md-bs
MRK,2026-07-15,34.26,cboe
MRNA,2025-07-18,65.13,md-bs
MRNA,2025-07-25,66.23,md-bs
MRNA,2025-08-01,57.68,md-bs
MRNA,2025-08-08,52.77,md-bs
MRNA,2025-08-15,57.88,md-bs
MRNA,2025-08-22,54.97,md-bs
MRNA,2025-08-29,62.28,md-bs
MRNA,2025-09-05,67.86,md-bs
MRNA,2025-09-12,73.17,md-bs
MRNA,2025-09-19,70.58,md-bs
MRNA,2025-09-26,73.39,md-bs
MRNA,2025-10-03,77.29,md-bs
MRNA,2025-10-10,86.9,md-bs
MRNA,2025-10-17,85.96,md-bs
MRNA,2025-10-24,78.62,md-bs
MRNA,2025-10-31,85.57,md-bs
MRNA,2025-11-07,67.72,md-bs
MRNA,2025-11-14,64.38,md-bs
MRNA,2025-11-21,63.36,md-bs
MRNA,2025-11-28,57.06,md-bs
MRNA,2025-12-05,60.09,md-bs
MRNA,2025-12-12,61.42,md-bs
MRNA,2025-12-19,61.63,md-bs
MRNA,2025-12-26,62.18,md-bs
MRNA,2026-01-02,60.12,md-bs
MRNA,2026-01-09,66.02,md-bs
MRNA,2026-01-16,66.64,md-bs
MRNA,2026-01-23,76.64,md-bs
MRNA,2026-01-30,81.79,md-bs
MRNA,2026-02-06,77.84,md-bs
MRNA,2026-02-13,74.52,md-bs
MRNA,2026-02-20,76.71,md-bs
MRNA,2026-02-27,80.1,md-bs
MRNA,2026-03-06,75.9,md-bs
MRNA,2026-03-13,75.91,md-bs
MRNA,2026-03-20,70.17,md-bs
MRNA,2026-03-27,72.48,md-bs
MRNA,2026-04-03,83.95,md-bs
MRNA,2026-04-10,75.98,md-bs
MRNA,2026-04-17,76.3,md-bs
MRNA,2026-04-24,74.61,md-bs
MRNA,2026-05-01,67.73,md-bs
MRNA,2026-05-08,91.42,md-bs
MRNA,2026-05-15,74.99,md-bs
MRNA,2026-05-22,68.65,md-bs
MRNA,2026-05-29,69.14,md-bs
MRNA,2026-06-05,76.12,md-bs
MRNA,2026-06-12,74.0,md-bs
MRNA,2026-06-19,80.54,md-bs
MRNA,2026-06-26,86.2,md-bs
MRNA,2026-07-03,96.6,md-bs
MRNA,2026-07-10,101.16,md-bs
MRNA,2026-07-15,96.63,cboe
MRVL,2025-07-18,49.53,md-bs
MRVL,2025-07-25,52.17,md-bs
MRVL,2025-08-01,66.5,md-bs
MRVL,2025-08-08,63.82,md-bs
MRVL,2025-08-15,63.96,md-bs
MRVL,2025-08-22,64.38,md-bs
MRVL,2025-08-29,45.31,md-bs
MRVL,2025-09-05,41.77,md-bs
MRVL,2025-09-12,41.9,md-bs
MRVL,2025-09-19,50.78,md-bs
MRVL,2025-09-26,50.21,md-bs
MRVL,2025-10-03,50.76,md-bs
MRVL,2025-10-10,61.48,md-bs
MRVL,2025-10-17,61.02,md-bs
MRVL,2025-10-24,56.33,md-bs
MRVL,2025-10-31,69.28,md-bs
MRVL,2025-11-07,78.84,md-bs
MRVL,2025-11-14,82.03,md-bs
MRVL,2025-11-21,77.3,md-bs
MRVL,2025-11-28,71.66,md-bs
MRVL,2025-12-05,54.53,md-bs
MRVL,2025-12-12,48.6,md-bs
MRVL,2025-12-19,46.67,md-bs
MRVL,2025-12-26,49.62,md-bs
MRVL,2026-01-02,47.83,md-bs
MRVL,2026-01-09,48.76,md-bs
MRVL,2026-01-16,49.28,md-bs
MRVL,2026-01-23,48.74,md-bs
MRVL,2026-01-30,58.92,md-bs
MRVL,2026-02-06,66.93,md-bs
MRVL,2026-02-13,69.39,md-bs
MRVL,2026-02-20,67.48,md-bs
MRVL,2026-02-27,71.67,md-bs
MRVL,2026-03-06,57.48,md-bs
MRVL,2026-03-13,54.88,md-bs
MRVL,2026-03-20,52.06,md-bs
MRVL,2026-03-27,54.43,md-bs
MRVL,2026-04-03,61.3,md-bs
MRVL,2026-04-10,63.69,md-bs
MRVL,2026-04-17,60.69,md-bs
MRVL,2026-04-24,76.53,md-bs
MRVL,2026-05-01,83.72,md-bs
MRVL,2026-05-08,88.97,md-bs
MRVL,2026-05-15,96.73,md-bs
MRVL,2026-05-22,89.95,md-bs
MRVL,2026-05-29,83.33,md-bs
MRVL,2026-06-05,111.04,md-bs
MRVL,2026-06-12,101.83,md-bs
MRVL,2026-06-19,102.48,md-bs
MRVL,2026-06-26,93.91,md-bs
MRVL,2026-07-03,97.99,md-bs
MRVL,2026-07-10,91.79,md-bs
MRVL,2026-07-15,90.69,cboe
MS,2025-07-18,22.37,md-bs
MS,2025-07-25,21.15,md-bs
MS,2025-08-01,26.36,md-bs
MS,2025-08-08,23.23,md-bs
MS,2025-08-15,22.88,md-bs
MS,2025-08-22,22.13,md-bs
MS,2025-08-29,23.15,md-bs
MS,2025-09-05,23.88,md-bs
MS,2025-09-12,25.22,md-bs
MS,2025-09-19,28.73,md-bs
MS,2025-09-26,29.46,md-bs
MS,2025-10-03,30.82,md-bs
MS,2025-10-10,35.65,md-bs
MS,2025-10-17,29.74,md-bs
MS,2025-10-24,24.99,md-bs
MS,2025-10-31,25.8,md-bs
MS,2025-11-07,27.07,md-bs
MS,2025-11-14,27.66,md-bs
MS,2025-11-21,29.67,md-bs
MS,2025-11-28,24.61,md-bs
MS,2025-12-05,23.19,md-bs
MS,2025-12-12,23.64,md-bs
MS,2025-12-19,27.43,md-bs
MS,2025-12-26,27.16,md-bs
MS,2026-01-02,29.26,md-bs
MS,2026-01-09,27.75,md-bs
MS,2026-01-16,23.7,md-bs
MS,2026-01-23,23.92,md-bs
MS,2026-01-30,25.13,md-bs
MS,2026-02-06,30.27,md-bs
MS,2026-02-13,34.25,md-bs
MS,2026-02-20,31.23,md-bs
MS,2026-02-27,37.88,md-bs
MS,2026-03-06,38.8,md-bs
MS,2026-03-13,40.8,md-bs
MS,2026-03-20,42.03,md-bs
MS,2026-03-27,43.78,md-bs
MS,2026-04-03,39.06,md-bs
MS,2026-04-10,32.56,md-bs
MS,2026-04-17,27.5,md-bs
MS,2026-04-24,29.26,md-bs
MS,2026-05-01,28.03,md-bs
MS,2026-05-08,27.28,md-bs
MS,2026-05-15,29.58,md-bs
MS,2026-05-22,28.06,md-bs
MS,2026-05-29,28.09,md-bs
MS,2026-06-05,33.0,md-bs
MS,2026-06-12,31.46,md-bs
MS,2026-06-19,33.49,md-bs
MS,2026-06-26,34.95,md-bs
MS,2026-07-03,36.12,md-bs
MS,2026-07-10,34.8,md-bs
MS,2026-07-15,35.32,cboe
MSFT,2025-07-18,24.23,md-bs
MSFT,2025-07-25,24.12,md-bs
MSFT,2025-08-01,20.28,md-bs
MSFT,2025-08-08,17.78,md-bs
MSFT,2025-08-15,18.5,md-bs
MSFT,2025-08-22,18.27,md-bs
MSFT,2025-08-29,19.51,md-bs
MSFT,2025-09-05,19.55,md-bs
MSFT,2025-09-12,20.04,md-bs
MSFT,2025-09-19,19.52,md-bs
MSFT,2025-09-26,22.21,md-bs
MSFT,2025-10-03,27.22,md-bs
MSFT,2025-10-10,31.32,md-bs
MSFT,2025-10-17,28.98,md-bs
MSFT,2025-10-24,28.28,md-bs
MSFT,2025-10-31,22.73,md-bs
MSFT,2025-11-07,22.97,md-bs
MSFT,2025-11-14,22.76,md-bs
MSFT,2025-11-21,26.52,md-bs
MSFT,2025-11-28,20.85,md-bs
MSFT,2025-12-05,20.99,md-bs
MSFT,2025-12-12,21.6,md-bs
MSFT,2025-12-19,20.07,md-bs
MSFT,2025-12-26,21.52,md-bs
MSFT,2026-01-02,28.59,md-bs
MSFT,2026-01-09,29.28,md-bs
MSFT,2026-01-16,31.13,md-bs
MSFT,2026-01-23,32.34,md-bs
MSFT,2026-01-30,24.99,md-bs
MSFT,2026-02-06,28.05,md-bs
MSFT,2026-02-13,29.18,md-bs
MSFT,2026-02-20,28.09,md-bs
MSFT,2026-02-27,28.26,md-bs
MSFT,2026-03-06,30.81,md-bs
MSFT,2026-03-13,28.64,md-bs
MSFT,2026-03-20,28.24,md-bs
MSFT,2026-03-27,34.97,md-bs
MSFT,2026-04-03,36.18,md-bs
MSFT,2026-04-10,37.02,md-bs
MSFT,2026-04-17,35.89,md-bs
MSFT,2026-04-24,38.62,md-bs
MSFT,2026-05-01,26.25,md-bs
MSFT,2026-05-08,27.26,md-bs
MSFT,2026-05-15,29.5,md-bs
MSFT,2026-05-22,26.98,md-bs
MSFT,2026-05-29,29.74,md-bs
MSFT,2026-06-05,29.93,md-bs
MSFT,2026-06-12,30.67,md-bs
MSFT,2026-06-19,29.76,md-bs
MSFT,2026-06-26,38.5,md-bs
MSFT,2026-07-03,41.82,md-bs
MSFT,2026-07-10,43.99,md-bs
MSFT,2026-07-15,46.12,cboe
MSTR,2025-07-18,54.35,md-bs
MSTR,2025-07-25,50.07,md-bs
MSTR,2025-08-01,63.31,md-bs
MSTR,2025-08-08,53.15,md-bs
MSTR,2025-08-15,55.21,md-bs
MSTR,2025-08-22,51.68,md-bs
MSTR,2025-08-29,54.79,md-bs
MSTR,2025-09-05,60.74,md-bs
MSTR,2025-09-12,49.79,md-bs
MSTR,2025-09-19,51.17,md-bs
MSTR,2025-09-26,60.55,md-bs
MSTR,2025-10-03,59.12,md-bs
MSTR,2025-10-10,68.69,md-bs
MSTR,2025-10-17,70.82,md-bs
MSTR,2025-10-24,61.58,md-bs
MSTR,2025-10-31,61.06,md-bs
MSTR,2025-11-07,69.37,md-bs
MSTR,2025-11-14,79.01,md-bs
MSTR,2025-11-21,89.57,md-bs
MSTR,2025-11-28,73.27,md-bs
MSTR,2025-12-05,70.95,md-bs
MSTR,2025-12-12,70.03,md-bs
MSTR,2025-12-19,72.9,md-bs
MSTR,2025-12-26,67.78,md-bs
MSTR,2026-01-02,66.76,md-bs
MSTR,2026-01-09,68.4,md-bs
MSTR,2026-01-16,66.19,md-bs
MSTR,2026-01-23,63.09,md-bs
MSTR,2026-01-30,71.52,md-bs
MSTR,2026-02-06,87.59,md-bs
MSTR,2026-02-13,80.79,md-bs
MSTR,2026-02-20,78.5,md-bs
MSTR,2026-02-27,76.1,md-bs
MSTR,2026-03-06,80.59,md-bs
MSTR,2026-03-13,72.53,md-bs
MSTR,2026-03-20,71.48,md-bs
MSTR,2026-03-27,75.95,md-bs
MSTR,2026-04-03,73.68,md-bs
MSTR,2026-04-10,68.97,md-bs
MSTR,2026-04-17,77.38,md-bs
MSTR,2026-04-24,72.89,md-bs
MSTR,2026-05-01,69.63,md-bs
MSTR,2026-05-08,65.65,md-bs
MSTR,2026-05-15,66.18,md-bs
MSTR,2026-05-22,62.66,md-bs
MSTR,2026-05-29,66.67,md-bs
MSTR,2026-06-05,85.24,md-bs
MSTR,2026-06-12,73.76,md-bs
MSTR,2026-06-19,77.08,md-bs
MSTR,2026-06-26,104.41,md-bs
MSTR,2026-07-03,93.1,md-bs
MSTR,2026-07-10,86.59,md-bs
MSTR,2026-07-15,88.17,cboe
MTUM,2025-07-18,16.46,md-bs
MTUM,2025-07-25,15.13,md-bs
MTUM,2025-08-01,16.79,md-bs
MTUM,2025-08-08,16.45,md-bs
MTUM,2025-08-15,15.44,md-bs
MTUM,2025-08-22,15.85,md-bs
MTUM,2025-08-29,16.56,md-bs
MTUM,2025-09-05,16.42,md-bs
MTUM,2025-09-12,15.31,md-bs
MTUM,2025-09-19,16.57,md-bs
MTUM,2025-09-26,16.83,md-bs
MTUM,2025-10-03,17.1,md-bs
MTUM,2025-10-10,22.18,md-bs
MTUM,2025-10-17,21.77,md-bs
MTUM,2025-10-24,19.44,md-bs
MTUM,2025-10-31,20.45,md-bs
MTUM,2025-11-07,21.41,md-bs
MTUM,2025-11-14,23.63,md-bs
MTUM,2025-11-21,24.59,md-bs
MTUM,2025-11-28,18.45,md-bs
MTUM,2025-12-05,17.19,md-bs
MTUM,2025-12-12,15.66,md-bs
MTUM,2025-12-19,16.54,md-bs
MTUM,2025-12-26,13.08,md-bs
MTUM,2026-01-02,15.74,md-bs
MTUM,2026-01-09,16.49,md-bs
MTUM,2026-01-16,17.36,md-bs
MTUM,2026-01-23,18.82,md-bs
MTUM,2026-01-30,19.91,md-bs
MTUM,2026-02-06,21.79,md-bs
MTUM,2026-02-13,24.62,md-bs
MTUM,2026-02-20,23.1,md-bs
MTUM,2026-02-27,21.93,md-bs
MTUM,2026-03-06,27.66,md-bs
MTUM,2026-03-13,27.49,md-bs
MTUM,2026-03-20,28.88,md-bs
MTUM,2026-03-27,30.58,md-bs
MTUM,2026-04-03,26.81,md-bs
MTUM,2026-04-10,21.8,md-bs
MTUM,2026-04-17,21.12,md-bs
MTUM,2026-04-24,22.54,md-bs
MTUM,2026-05-01,22.8,md-bs
MTUM,2026-05-08,23.2,md-bs
MTUM,2026-05-15,28.48,md-bs
MTUM,2026-05-22,26.93,md-bs
MTUM,2026-05-29,30.1,md-bs
MTUM,2026-06-05,38.93,md-bs
MTUM,2026-06-12,32.8,md-bs
MTUM,2026-06-19,32.64,md-bs
MTUM,2026-06-26,39.92,md-bs
MTUM,2026-07-03,33.01,md-bs
MTUM,2026-07-10,35.23,md-bs
MTUM,2026-07-15,36.15,cboe
MU,2025-07-18,39.92,md-bs
MU,2025-07-25,38.83,md-bs
MU,2025-08-01,46.56,md-bs
MU,2025-08-08,43.49,md-bs
MU,2025-08-15,42.72,md-bs
MU,2025-08-22,45.5,md-bs
MU,2025-08-29,52.86,md-bs
MU,2025-09-05,55.5,md-bs
MU,2025-09-12,63.39,md-bs
MU,2025-09-19,60.2,md-bs
MU,2025-09-26,45.59,md-bs
MU,2025-10-03,55.49,md-bs
MU,2025-10-10,61.96,md-bs
MU,2025-10-17,65.93,md-bs
MU,2025-10-24,63.52,md-bs
MU,2025-10-31,62.6,md-bs
MU,2025-11-07,66.15,md-bs
MU,2025-11-14,69.83,md-bs
MU,2025-11-21,79.66,md-bs
MU,2025-11-28,68.88,md-bs
MU,2025-12-05,67.46,md-bs
MU,2025-12-12,69.97,md-bs
MU,2025-12-19,54.84,md-bs
MU,2025-12-26,51.08,md-bs
MU,2026-01-02,57.92,md-bs
MU,2026-01-09,59.43,md-bs
MU,2026-01-16,56.19,md-bs
MU,2026-01-23,64.18,md-bs
MU,2026-01-30,70.03,md-bs
MU,2026-02-06,68.71,md-bs
MU,2026-02-13,72.95,md-bs
MU,2026-02-20,72.41,md-bs
MU,2026-02-27,76.32,md-bs
MU,2026-03-06,85.51,md-bs
MU,2026-03-13,73.88,md-bs
MU,2026-03-20,66.83,md-bs
MU,2026-03-27,67.35,md-bs
MU,2026-04-03,70.08,md-bs
MU,2026-04-10,70.62,md-bs
